# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	4685
#@/user_id	884253d3-7f28-4531-9f27-e91562b61ca9
dou bu zhi chi 	都不支持	c=1 d=0.207008 t=4685
dou ce shi 	都測試	c=1 d=1 t=3174
dou da kai 	都打開	c=1 d=0.149569 t=4685
dou gao ding le 	都搞定了	c=1 d=1 t=4602
dou geng xin le 	都更新了	c=1 d=1 t=4304
dou hua zai 	都花在	c=1 d=0.472367 t=4685
dou hui 	都會	c=1 d=1 t=3958
dou jin bu liao 	都進不了	c=1 d=0.932394 t=4685
dou kao ta le 	都靠他了	c=1 d=1 t=4423
dou le 	都樂	c=1 d=1 t=4571
dou mei 	都沒	c=0 d=0.0400517 t=4685
dou mei gei 	都沒給	c=1 d=1 t=2995
dou mei kan chu lai 	都沒看出來	c=1 d=0.402524 t=4685
dou mei you 	都沒有	c=2 d=0.161389 t=4685
dou pao le 	都跑了	c=1 d=1 t=2890
dou shi 	都是	c=7 d=0.977362 t=4685
dou xin 	都新	c=1 d=0.588605 t=4685
dou xing 	都行	c=0 d=0.1 t=2391
dou yao 	都要	c=3 d=0.182684 t=4685
dou you dian 	都有點	c=2 d=1.00514 t=3442
du bang 	杜邦	c=0 d=0.00176857 t=4685
du bang xian 	杜邦線	c=1 d=0.0177743 t=4685
du xian 	獨顯	c=1 d=0.860708 t=4685
du zi 	肚子	c=0 d=0.1 t=3767
du zi e le 	肚子餓了	c=1 d=1 t=3768
du zi tong 	肚子痛	c=1 d=1 t=3824
duan 	段	c=0 d=0.00270518 t=4685
duan 	短	c=1 d=0.00927901 t=4685
duan le 	斷了	c=1 d=1 t=3669
dui 	堆	c=1 d=1.00353 t=3422
dui 	對	c=6 d=0.128843 t=4685
dui a 	對啊	c=1 d=0.40657 t=4685
dui ba 	對吧	c=3 d=1.00435 t=4492
dui bi 	對比	c=2 d=0.130029 t=4685
dui bu qi 	對不起	c=0 d=0.1 t=2680
dui de 	對的	c=4 d=0.605003 t=4685
dui di 	對滴	c=1 d=0.29523 t=4685
dui le 	對了	c=7 d=0.889617 t=4685
dui o 	對哦	c=1 d=0.0428521 t=4685
dui ta 	對他	c=1 d=0.00909528 t=4685
dui ta lai shuo 	對他來說	c=1 d=1 t=2556
dui wo lai shuo 	對我來說	c=2 d=0.22313 t=4685
dui ya 	對呀	c=1 d=0.321422 t=4685
dui ying 	對應	c=1 d=1 t=3562
dui zi ji ren 	對自己人	c=1 d=1 t=3832
dui zi you 	對自由	c=1 d=0.00932553 t=4685
duo 	多	c=2 d=0.702353 t=4685
duo dian 	多點	c=0 d=0.1 t=2546
duo ge 	多個	c=0 d=0.000321477 t=4685
duo le 	多了	c=0 d=0.0270795 t=4685
duo le ge 	多了個	c=1 d=0.0103063 t=4685
duo ren 	多人	c=1 d=0.00336274 t=4685
duo shao ge 	多少個	c=1 d=0.0081887 t=4685
e 	餓	c=0 d=0.1 t=3767
e xin 	噁心	c=1 d=1 t=2638
ei 	誒	c=1 d=0.00285124 t=4685
en 	恩	c=1 d=0.00694315 t=4685
en en 	嗯嗯	c=3 d=0.785374 t=4685
er bu 	二步	c=1 d=1 t=4056
er bu hui 	而不會	c=1 d=1 t=2715
er ji 	二級	c=1 d=1 t=4659
er jin zhi 	二進制	c=1 d=1 t=4059
er nv 	兒女	c=1 d=1 t=4191
er qie 	而且	c=5 d=0.110803 t=4685
er shi 	二十	c=1 d=1 t=4539
er yi 	而已	c=1 d=0.0028799 t=4685
er zi 	兒子	c=0 d=0.000960953 t=4685
fa 	發	c=3 d=0.280927 t=4685
fa guo qu 	發過去	c=0 d=0.1 t=4376
fa le 	發了	c=1 d=0.0113902 t=4685
fa le ma 	發了嗎	c=1 d=1 t=4378
fa li wu bian 	法力無邊	c=1 d=0.447088 t=4685
fa sheng 	發生	c=0 d=0.1 t=3787
fa sheng le 	發生了	c=1 d=1 t=3788
fa xian 	發現	c=0 d=0.00713613 t=4685
fa xing ban 	發行版	c=2 d=1.00018 t=4114
fan 	翻	c=0 d=0.000748391 t=4685
fan yi 	翻譯	c=2 d=1.04285 t=4101
fan ying 	反應	c=0 d=0.0620858 t=4685
fan zheng 	反正	c=11 d=0.371549 t=4685
fan zheng wo zai 	反正我在	c=1 d=0.0278757 t=4685
fang 	方	c=0 d=0.00086517 t=4685
fang bian 	方便	c=2 d=0.963617 t=4685
fang bian de 	方便的	c=1 d=0.0131019 t=4685
fang bian yi dian 	方便一點	c=2 d=0.621885 t=4685
fang dao 	放到	c=6 d=0.932044 t=4685
fang dao le 	放到了	c=1 d=0.0902655 t=4685
fang fa 	方法	c=1 d=1 t=4562
fang han jia 	放寒假	c=1 d=0.0280154 t=4685
fang jia 	放假	c=1 d=1 t=3269
fang lin 	芳鄰	c=2 d=1.07847 t=4632
fang pi 	放屁	c=1 d=1 t=3826
fang qi 	放棄	c=1 d=0.00893673 t=4685
fang qi le 	放棄了	c=2 d=0.0898153 t=4685
fang shang qu 	放上去	c=0 d=0.1 t=4653
fang shang qu le 	放上去了	c=1 d=1 t=4654
fang shi 	方式	c=1 d=0.127376 t=4685
fang wen 	訪問	c=1 d=1 t=4107
fang zai 	放在	c=1 d=0.0394554 t=4685
fei 	非	c=2 d=1.04097 t=3209
fei le 	廢了	c=1 d=1 t=3810
fei wo 	肥沃	c=1 d=1 t=4178
fen 	分	c=2 d=0.790571 t=4685
fen dan 	分擔	c=1 d=0.585669 t=4685
fen kai 	分開	c=1 d=1 t=4135
fen pei 	分配	c=1 d=0.131336 t=4685
fen qu 	分區	c=3 d=0.968862 t=4685
fen qu de shi hou 	分區的時候	c=1 d=0.778801 t=4685
fen qu le 	分區了	c=1 d=1 t=3341
fen shou 	分手	c=1 d=1 t=4551
feng de 	封的	c=1 d=0.00357068 t=4685
feng he 	縫合	c=1 d=0.157237 t=4685
feng ren 	縫紉	c=0 d=0.000704808 t=4685
feng ren chang de 	縫紉廠的	c=1 d=0.00708341 t=4685
feng xian 	風險	c=0 d=0.1 t=3517
feng xian ma 	風險嗎	c=1 d=1 t=3518
fu 	覆	c=8 d=0.0773005 t=4685
fu ju 	複句	c=35 d=0.583081 t=4685
fu wu qi 	服務器	c=4 d=0.882974 t=4685
fu zhi 	複製	c=0 d=0.0658379 t=4685
fu zhi guo lai 	複製過來	c=1 d=0.0466538 t=4685
gai 	改	c=3 d=0.254326 t=4685
gai 	該	c=1 d=0.190657 t=4685
gai beng de shi hou 	該崩得時候	c=1 d=0.116484 t=4685
gai cheng 	改成	c=1 d=0.00535353 t=4685
gai de 	改得	c=1 d=1 t=4035
gai gai 	改改	c=1 d=0.71177 t=4685
gai ge 	改個	c=1 d=1 t=4015
gai hui qu 	改回去	c=1 d=0.546074 t=4685
gan 	淦	c=1 d=1 t=2801
gan 	肝	c=0 d=0.1 t=2494
gan bu 	幹部	c=0 d=0.1 t=2930
gan bu liao 	幹部聊	c=1 d=1 t=2931
gan cui 	乾脆	c=1 d=0.121238 t=4685
gan huo 	幹活	c=2 d=1.00128 t=4246
gan jue 	感覺	c=10 d=0.282806 t=4685
gan jue de 	感覺的	c=1 d=0.343009 t=4685
gan jue you dian xiang 	感覺有點像	c=1 d=0.293758 t=4685
gan ma 	幹嘛	c=1 d=1 t=3640
gan mao le 	感冒了	c=1 d=1 t=3777
gan tan 	感嘆	c=1 d=1 t=4403
gan xie 	感謝	c=2 d=0.0354378 t=4685
gan yi dian 	肝一點	c=1 d=1 t=2495
gan zhe 	乾着	c=1 d=1 t=3642
gang 	剛	c=1 d=1 t=2366
gang bi 	港幣	c=1 d=1 t=3936
gang cai 	剛纔	c=2 d=0.00858632 t=4685
gang gang 	剛剛	c=2 d=0.145876 t=4685
gang gang bu shi 	剛剛不是	c=1 d=0.323033 t=4685
gao 	搞	c=0 d=0.00724398 t=4685
gao 	高	c=1 d=0.0941765 t=4685
gao bu guo 	高不過	c=1 d=1 t=4674
gao de 	高的	c=0 d=0.1 t=3116
gao ding 	搞定	c=0 d=0.1 t=3103
gao ding le 	搞定了	c=2 d=0.143844 t=4601
gao shang 	高尚	c=1 d=1 t=4418
gao su 	告訴	c=0 d=0.0173774 t=4685
gao su ni 	告訴你	c=1 d=1 t=2711
gao yi xia 	搞一下	c=1 d=0.0728029 t=4685
ge 	個	c=5 d=0.998966 t=4685
ge le 	格了	c=1 d=0.425283 t=4685
gei 	給	c=6 d=0.967346 t=4685
gei hui 	給會	c=1 d=0.0200405 t=4685
gei ni 	給你	c=2 d=0.0756016 t=4685
gei ta 	給他	c=1 d=0.0349094 t=4685
gei wo 	給我	c=2 d=0.0536647 t=4685
gei wo kan 	給我看	c=1 d=1 t=3638
gen 	跟	c=7 d=0.135145 t=4685
gen ben 	根本	c=0 d=0.0287941 t=4685
gen ben bu xu yao 	根本不需要	c=1 d=1 t=3608
gen ju 	根據	c=1 d=1 t=4131
gen shang 	跟上	c=0 d=0.00123389 t=4685
gen wo shuo 	跟我說	c=1 d=0.0359725 t=4685
gen zhe 	跟着	c=2 d=0.0928958 t=4685
gen zhe zuo 	跟着做	c=1 d=0.0323869 t=4685
geng 	更	c=0 d=0.1 t=4048
geng hao de 	更好地	c=1 d=1 t=4117
geng jian dan ma 	更簡單嘛	c=1 d=1 t=4049
geng xin 	更新	c=2 d=0.159987 t=4685
geng xin le 	更新了	c=1 d=0.122596 t=4303
geng xin ma 	更新嘛	c=1 d=1 t=4287
geng xin wan 	更新完	c=1 d=0.0284388 t=4685
gong 	共	c=3 d=2.84163 t=3453
gong he guo 	共和國	c=2 d=1.75201 t=3553
gong neng 	功能	c=1 d=1 t=3472
gong wang 	公網	c=1 d=1 t=4106
gong xiang 	共享	c=2 d=0.0172173 t=4685
gong yuan 	公園	c=1 d=0.00678352 t=4685
gong yuan wan 	公園玩	c=1 d=0.00597602 t=4685
gong zuo 	工作	c=1 d=1 t=4095
gou bu gou 	夠不夠	c=1 d=1 t=2428
gou duo 	夠多	c=0 d=0.1 t=4202
gou kuai 	夠快	c=0 d=0.000640933 t=4685
gou kuai le 	夠快了	c=2 d=0.0137042 t=4685
gou le 	夠了	c=0 d=0.0191092 t=4685
gou le ba 	夠了吧	c=1 d=0.19205 t=4685
gou liang 	狗糧	c=0 d=0.1 t=3736
gou mai 	購買	c=1 d=1 t=4231
gu ding 	固定	c=1 d=0.137381 t=4685
gu ge 	谷歌	c=2 d=0.0169922 t=4685
gu hui he 	骨灰盒	c=1 d=1 t=4524
gu ji 	估計	c=1 d=0.162838 t=4685
gu jian 	固件	c=3 d=0.457624 t=4685
gua le 	掛了	c=1 d=0.227638 t=4685
gua zai 	掛載	c=0 d=0.00523397 t=4685
gua zai dian 	掛載點	c=1 d=0.537944 t=4685
gua zai zai 	掛載在	c=1 d=0.0526021 t=4685
guai 	怪	c=1 d=1 t=3830
guan 	管	c=2 d=0.752014 t=4685
guan 	關	c=2 d=0.116584 t=4685
guan cai 	棺材	c=3 d=2.95084 t=4522
guan de 	管得	c=0 d=0.0647265 t=4685
guan de duo 	管得多	c=1 d=0.650509 t=4685
guan fang 	官方	c=1 d=0.00244823 t=4685
guan fang de 	官方的	c=2 d=0.444867 t=4685
guan ji 	關機	c=1 d=0.00494193 t=4685
guan le 	慣了	c=0 d=0.1 t=2382
guan le 	管了	c=0 d=0.1 t=2907
guan le 	關了	c=1 d=0.0134335 t=4685
guan li 	管理	c=1 d=1 t=2859
guan li yuan 	管理員	c=1 d=0.0127618 t=4685
guan ta 	管他	c=0 d=0.1 t=3300
guan ta de 	管他的	c=1 d=0.0151463 t=4685
guan xi 	關係	c=1 d=0.102284 t=4685
guan yu 	關於	c=1 d=0.0515605 t=4685
guang 	光	c=0 d=0.1 t=4187
guang dong sheng 	廣東省	c=4 d=2.0031 t=4626
guang mao 	光貓	c=1 d=1 t=3096
gui 	貴	c=2 d=0.929187 t=4685
gui mie zhi ren 	鬼滅之刃	c=2 d=0.0175651 t=4685
gui xi 	歸西	c=0 d=0.00140519 t=4685
gui xi le 	歸西了	c=1 d=0.0141223 t=4685
guo 	果	c=1 d=1 t=4362
guo 	過	c=2 d=0.0166616 t=4685
guo 	郭	c=1 d=0.0176842 t=4685
guo bu liao 	過不了	c=1 d=1 t=2762
guo cheng 	過程	c=0 d=0.00139818 t=4685
guo cheng zhong 	過程中	c=1 d=0.0140519 t=4685
guo ji qiang 	郭際強	c=3 d=0.0466853 t=4685
guo lai 	過來	c=1 d=0.066728 t=4685
guo le 	過了	c=1 d=0.00132678 t=4685
guo le hao jiu 	過了好久	c=1 d=0.00265848 t=4685
guo nei 	國內	c=1 d=1 t=3030
guo ran 	果然	c=1 d=1 t=4506
guo wei 	郭維	c=0 d=0.00158434 t=4685
guo wei rui 	郭維睿	c=13 d=0.906787 t=4685
guo yun jun 	郭運俊	c=1 d=0.0234005 t=4685
ha ha 	哈哈	c=3 d=0.0106049 t=4685
hai 	海	c=1 d=1 t=4531
hai 	還	c=3 d=0.0109436 t=4685
hai bu 	還不	c=0 d=0.00125254 t=4685
hai bu cuo 	還不錯	c=1 d=0.0125881 t=4685
hai bu xin 	還不信	c=1 d=1 t=3645
hai chan 	還饞	c=1 d=1 t=3221
hai dai 	還帶	c=1 d=0.00364281 t=4685
hai hao 	還好	c=2 d=0.694606 t=4685
hai hao ba 	還好吧	c=4 d=1.49679 t=4685
hai hen 	還很	c=0 d=0.0794534 t=4685
hai hen hao shi jian 	還很耗時間	c=1 d=0.798516 t=4685
hai hui 	還會	c=0 d=0.1 t=4143
hai hui bian huang 	還會變黃	c=1 d=1 t=4144
hai mei 	還沒	c=0 d=0.1 t=2865
hai mei guo 	還沒過	c=2 d=1.98511 t=2869
hai neng 	還能	c=0 d=0.00124629 t=4685
hai neng yong 	還能用	c=1 d=0.0125254 t=4685
hai shi 	還是	c=21 d=0.907845 t=4685
hai shi dei 	還是得	c=1 d=0.354107 t=2826
hai shi quan yao 	還是全要	c=1 d=1 t=2799
hai shi shuo 	還是說	c=1 d=0.021068 t=4685
hai shi yao 	還是要	c=1 d=0.852144 t=4685
hai shi yong 	還是用	c=1 d=0.0317456 t=4685
hai yong 	還用	c=1 d=0.00309618 t=4685
hai you 	還有	c=2 d=0.0385808 t=4685
hai you zhe zhong qun 	還有這種羣	c=1 d=1 t=2610
hai zi 	孩子	c=4 d=0.0455902 t=4685
han hua 	漢化	c=1 d=1 t=4047
hang 	行	c=1 d=0.013466 t=4685
hao 	好	c=7 d=1.40254 t=4685
hao 	耗	c=1 d=0.814647 t=4685
hao 	號	c=3 d=0.0463358 t=4685
hao ba 	好吧	c=1 d=1 t=4473
hao chu 	好處	c=5 d=1.20533 t=4685
hao de 	好的	c=6 d=0.0814016 t=4685
hao de dui bu qi 	好的對不起	c=1 d=1 t=2681
hao de xie xie 	好的謝謝	c=1 d=1 t=3401
hao duo 	好多	c=1 d=0.0306538 t=4685
hao hao 	好好	c=1 d=0.196912 t=4685
hao ji 	好記	c=1 d=1 t=3148
hao jiu 	好久	c=0 d=0.000264522 t=4685
hao kan bu 	好看不	c=1 d=0.0127147 t=4685
hao le 	好了	c=3 d=0.183177 t=4685
hao le ma 	好了嗎	c=0 d=0.0722527 t=4685
hao ma 	好嗎	c=1 d=1 t=2507
hao ma fan a 	好麻煩啊	c=1 d=1 t=3078
hao mei you 	好沒有	c=1 d=0.802519 t=4685
hao nan 	好難	c=0 d=0.1 t=2849
hao nan pei zhi a 	好難配置啊	c=1 d=1 t=2850
hao nan shou 	好難受	c=1 d=1 t=3479
hao qi 	好奇	c=2 d=0.0871609 t=4685
hao qi guai a 	好奇怪啊	c=2 d=0.176389 t=4685
hao qiang 	好強	c=1 d=0.00990218 t=4685
hao shi 	耗時	c=1 d=0.00923273 t=4685
hao shi jian 	耗時間	c=0 d=0.0794534 t=4685
hao xiang 	好像	c=17 d=1.32427 t=4685
hao xiang shi 	好像是	c=0 d=0.1 t=3215
hao xiang shi ba 	好像是吧	c=1 d=1 t=3216
hao xiang xian zai 	好像現在	c=1 d=0.0340475 t=4685
hao xiang you 	好像有	c=2 d=0.0086517 t=4685
hao xiang you dian 	好像有點	c=2 d=0.165045 t=4685
hao xiao 	好笑	c=1 d=1 t=4163
hao yi dian 	好一點	c=3 d=0.680924 t=4685
hao yi dian ba 	好一點吧	c=1 d=0.121238 t=4685
hao yong 	好用	c=5 d=0.0135572 t=4685
hao yun 	好運	c=0 d=0.1 t=4273
he 	何	c=0 d=0.00140519 t=4685
he 	和	c=49 d=3.55453 t=4685
he 	河	c=0 d=0.1 t=4427
he bing 	合併	c=1 d=1 t=2877
he chu ci yan 	何出此言	c=1 d=0.0141223 t=4685
he ta 	和他	c=1 d=0.00690852 t=4685
he zu 	合租	c=2 d=0.588605 t=4685
hei ping guo 	黑蘋果	c=2 d=1.50031 t=4685
hen 	很	c=2 d=0.924177 t=4685
hen da 	很大	c=1 d=0.628135 t=4685
hen duo 	很多	c=2 d=0.882497 t=4685
hen duo lu 	很多路	c=1 d=1 t=3997
hen hao 	很好	c=1 d=0.0451992 t=4685
hen hao yong 	很好用	c=1 d=0.453845 t=4685
hen hu 	很糊	c=1 d=1 t=4079
hen jian dan 	很簡單	c=1 d=0.748264 t=4685
hen jiu 	很久	c=1 d=0.0682212 t=4685
hen kuai 	很快	c=1 d=0.0290133 t=4685
hen ma fan 	很麻煩	c=1 d=0.70822 t=4685
hen mang 	很忙	c=1 d=0.00670434 t=4685
hen qing chu 	很清楚	c=1 d=1 t=4467
hen shao 	很少	c=1 d=1 t=3542
hen xian 	很閒	c=1 d=0.00660453 t=4685
hen you ke neng 	很有可能	c=1 d=0.0953692 t=4685
hong 	紅	c=1 d=0.00737249 t=4685
hong bao 	紅包	c=1 d=1 t=2500
hong guo 	轟過	c=1 d=1 t=2525
hou 	後	c=1 d=0.00479587 t=4685
hou bian 	後邊	c=4 d=0.823941 t=4685
hou ge 	猴哥	c=2 d=0.548756 t=4685
hou mian 	後面	c=1 d=0.0304152 t=4685
hou mian de 	後面的	c=1 d=0.149569 t=4685
hou mian you 	後面又	c=1 d=1 t=4153
hu 	糊	c=1 d=1 t=3675
hu le 	糊了	c=2 d=1.7788 t=4128
hu xiang 	互相	c=1 d=1 t=2581
hua 	化	c=1 d=1 t=4528
hua 	花	c=1 d=1 t=4414
hua 	話	c=3 d=0.644114 t=4685
hua feng 	畫風	c=1 d=1 t=3654
hua jie 	花街	c=1 d=0.00878245 t=4685
hua shuo 	話說	c=5 d=0.339596 t=4685
hua ti 	花體	c=1 d=1 t=3745
hua ti 	話題	c=3 d=0.701682 t=4685
hua yang nian 	花樣年	c=2 d=1.07847 t=4631
hua zai 	花在	c=0 d=0.0470011 t=4685
huan 	換	c=3 d=0.565525 t=4685
huan chong 	緩衝	c=1 d=0.00609675 t=4685
huan ge 	換個	c=1 d=0.282239 t=4685
huan guo 	換過	c=0 d=0.0694197 t=4685
huan huan 	換換	c=1 d=0.718924 t=4685
huan huan 	緩緩	c=1 d=0.715338 t=4685
huan jing 	環境	c=3 d=0.0970099 t=4685
huan jing a 	環境啊	c=1 d=0.418952 t=4685
huan qi lai 	換起來	c=1 d=0.683861 t=4685
huang 	黃	c=0 d=0.1 t=4150
huang bai 	黃白	c=1 d=1 t=4140
huang fa 	黃髮	c=2 d=1.21014 t=4451
huang hui lai 	黃回來	c=1 d=1 t=4151
hui 	回	c=3 d=0.0710671 t=4685
hui 	會	c=3 d=0.629581 t=4685
hui bai jia 	輝柏嘉	c=1 d=1 t=3480
hui bian 	會變	c=1 d=0.13332 t=4685
hui bu 	回補	c=0 d=0.1 t=4224
hui bu hui 	會不會	c=2 d=0.192851 t=4685
hui bu hui you 	回補會有	c=1 d=1 t=4225
hui kuai hen duo 	會快很多	c=1 d=0.00914087 t=4685
hui lai 	回來	c=1 d=0.0572999 t=4685
hui ma 	會嗎	c=2 d=0.816769 t=4685
hui sheng cheng chu 	會生成出	c=1 d=0.0284388 t=4685
hui shuo 	會說	c=0 d=0.1 t=4181
hui yi 	回憶	c=1 d=1 t=3364
hui you 	會有	c=1 d=0.207136 t=4225
hui zhuan 	會轉	c=1 d=1 t=3179
hui zuo ren 	會做人	c=1 d=0.0101022 t=4685
huo 	活	c=0 d=0.1 t=3642
huo 	火	c=0 d=0.00106202 t=4685
huo hua 	火花	c=1 d=1 t=4527
huo yue 	活躍	c=1 d=0.00231117 t=4685
huo zhe 	或者	c=5 d=0.0884984 t=4685
huo zhe shi 	或者是	c=1 d=0.396531 t=4685
ji 	急	c=1 d=1 t=3929
ji 	機	c=1 d=0.0289886 t=4685
ji 	級	c=1 d=1 t=2794
ji 	計	c=1 d=1 t=4447
ji ben 	基本	c=1 d=0.255381 t=4685
ji ben jiu hao le 	基本就好了	c=1 d=0.722527 t=4685
ji ben shang 	基本上	c=2 d=0.035701 t=4685
ji ben shang bu yong 	基本上不用	c=1 d=0.285076 t=4685
ji chang 	機場	c=1 d=1.09465 t=2410
ji chang ma 	機場嗎	c=1 d=1 t=2400
ji de 	急得	c=0 d=0.1 t=2389
ji de 	記得	c=4 d=1.19176 t=4685
ji ge 	幾個	c=1 d=0.0266491 t=4685
ji huo 	激活	c=6 d=5.08797 t=3646
ji kou 	藉口	c=1 d=1 t=4510
ji lu 	記錄	c=1 d=1 t=3469
ji miao 	幾秒	c=1 d=0.0055952 t=4685
ji miao shi jian 	幾秒時間	c=1 d=0.00606634 t=4685
ji miao zhong 	幾秒鐘	c=1 d=0.273898 t=4685
ji shi 	既是	c=1 d=0.0478349 t=4685
ji shi ge 	幾十個	c=1 d=1 t=2810
ji xing 	機型	c=1 d=1 t=4228
ji zi 	機子	c=4 d=0.605295 t=4685
ji zi li 	機子裏	c=1 d=0.0120342 t=4685
ji zi shang 	機子上	c=1 d=1 t=2328
jia dao 	加到	c=1 d=0.00518485 t=4685
jia de 	加的	c=1 d=0.185863 t=2924
jia de 	家的	c=1 d=1 t=2926
jia dian 	加點	c=1 d=1 t=3716
jia gou 	架構	c=4 d=1.02781 t=3967
jia le 	嫁了	c=1 d=0.00532682 t=4685
jia li 	家裏	c=1 d=1 t=2831
jia nei 	家內	c=1 d=1 t=4108
jia qun 	加羣	c=1 d=0.00419023 t=4685
jia ru 	加入	c=3 d=0.820123 t=4685
jia shang 	加上	c=2 d=1.90972 t=3463
jia shang le 	加上了	c=1 d=1 t=2333
jia she 	假設	c=9 d=5.1455 t=3923
jia yong 	家用	c=0 d=0.1 t=2831
jia yong de hua 	家用的話	c=1 d=1 t=2832
jia you 	加油	c=1 d=1 t=3951
jia zai 	加在	c=0 d=0.1 t=3717
jia zai 	加載	c=0 d=0.199501 t=4366
jia zai le 	加在了	c=1 d=1 t=3718
jia zhang 	家長	c=1 d=0.0107807 t=4685
jian 	件	c=1 d=0.128093 t=4685
jian 	尖	c=1 d=1 t=3726
jian ce 	檢測	c=1 d=1 t=3124
jian dan 	簡單	c=0 d=0.1 t=4048
jian dao 	見到	c=1 d=0.0968105 t=4685
jian guo 	見過	c=1 d=0.0720785 t=4685
jian jian 	漸漸	c=1 d=1 t=3691
jian jie 	間接	c=5 d=0.201103 t=4685
jian lou 	簡陋	c=0 d=0.0140156 t=4685
jian lou le 	簡陋了	c=1 d=0.140858 t=4685
jian mian 	見面	c=1 d=1 t=4471
jian yi 	建議	c=5 d=1.34094 t=4685
jian yi ni 	建議你	c=2 d=0.748171 t=4685
jian yi ni qu 	建議你區	c=2 d=0.397205 t=4685
jian zhan 	建站	c=1 d=1 t=4110
jian zhi 	簡直	c=1 d=0.0140858 t=4685
jian zhi gen 	簡直跟	c=1 d=0.141564 t=4685
jiang 	將	c=3 d=0.455399 t=4685
jiang 	講	c=1 d=0.418224 t=4636
jiang bei 	將被	c=1 d=1 t=4409
jiang guo 	講過	c=0 d=0.1 t=4504
jiang hu 	江湖	c=1 d=0.453845 t=4685
jiang le 	講了	c=1 d=0.0301974 t=4685
jiang wang zhan 	講網站	c=1 d=1 t=4637
jiao 	叫	c=2 d=0.380983 t=4685
jiao ben 	腳本	c=1 d=1 t=3160
jiao cheng 	教程	c=3 d=1.74307 t=4685
jiao cheng yi ban dou shi 	教程一般都是	c=1 d=0.644036 t=4685
jiao de 	交的	c=1 d=1 t=2482
jiao gao 	較高	c=1 d=0.147342 t=4685
jiao liu 	交流	c=1 d=0.00224287 t=4685
jiao tong 	交通	c=1 d=1 t=4185
jiao wang 	交往	c=1 d=1 t=4183
jiao wo 	叫我	c=3 d=0.184215 t=4685
jie 	接	c=1 d=1 t=2933
jie dao 	街道	c=1 d=1 t=4120
jie de 	接的	c=0 d=0.00303487 t=4685
jie de shi 	接的是	c=1 d=0.0305009 t=4685
jie dian 	節點	c=3 d=0.0385266 t=4685
jie ge 	接個	c=1 d=1 t=2958
jie gei 	借給	c=1 d=0.0148464 t=4685
jie gou 	結構	c=1 d=1 t=4006
jie he 	結合	c=0 d=0.1 t=4562
jie ji ka 	借記卡	c=1 d=0.0155297 t=4685
jie ju 	結局	c=1 d=1 t=4491
jie jue 	解決	c=0 d=0.0650509 t=4685
jie jue wan zhi hou 	解決完之後	c=1 d=0.65377 t=4685
jie mian 	界面	c=1 d=1 t=3651
jie shi 	揭示	c=1 d=0.00548905 t=4685
jie shi 	解釋	c=1 d=0.0138427 t=4685
jie shou 	接受	c=2 d=0.10881 t=3628
jie shou ge 	接受個	c=1 d=1 t=3629
jie tu 	截圖	c=3 d=0.0407622 t=4685
jie wo 	借我	c=1 d=0.013912 t=4685
jie wo 	接我	c=1 d=0.0138427 t=4685
jie xi 	解析	c=0 d=0.0150318 t=4685
jie xi dao 	解析到	c=1 d=0.151072 t=4685
jie ya 	解壓	c=1 d=1 t=4349
jie zhi 	喼汁	c=1 d=1 t=3930
jin 	斤	c=0 d=0.1 t=4397
jin 	禁	c=0 d=0.099005 t=4685
jin 	進	c=5 d=0.29671 t=4685
jin bu liao 	進不了	c=1 d=0.205816 t=4685
jin bu qu 	進不去	c=3 d=0.176094 t=4685
jin chang 	進廠	c=1 d=1 t=4271
jin cheng 	進程	c=2 d=0.0127982 t=4685
jin dao 	進到	c=1 d=0.0784731 t=4685
jin de qu de 	進得去的	c=1 d=0.066205 t=4685
jin hao 	金豪	c=1 d=1 t=3721
jin lai 	進來	c=0 d=0.0457307 t=4685
jin lai le ma 	進來了嗎	c=1 d=0.244143 t=4685
jin lai le ma 	進來樂嗎	c=1 d=0.215456 t=4685
jin le 	進了	c=3 d=0.195249 t=4685
jin qian 	金錢	c=0 d=0.0477114 t=4685
jin qian ye shi 	金錢也是	c=1 d=0.479505 t=4685
jin qu 	進去	c=5 d=1.348 t=4685
jin qu le 	進去了	c=1 d=0.295864 t=4685
jin ru 	進入	c=3 d=0.418802 t=4685
jin tian 	今天	c=1 d=0.00768295 t=4685
jin tian tian qi hao 	今天天氣好	c=1 d=0.062662 t=4685
jin wan 	今晚	c=1 d=1 t=3446
jin zhi 	僅指	c=1 d=0.100259 t=4685
jin zhi 	進制	c=1 d=1 t=4062
jing 	驚	c=0 d=0.1 t=4608
jing guo 	經過	c=1 d=1 t=4266
jing ji 	經濟	c=1 d=0.0230521 t=4685
jing jing de 	靜靜的	c=0 d=0.1 t=3728
jing shen 	精神	c=1 d=0.0428521 t=4685
jing tai 	靜態	c=1 d=0.13068 t=4685
jing wei du 	經緯度	c=1 d=1 t=3532
jing wei xian 	經緯線	c=1 d=1 t=4132
jing xiang 	鏡像	c=2 d=0.90417 t=4685
jiu 	久	c=1 d=0.060205 t=4685
jiu 	就	c=18 d=1.25253 t=4685
jiu ba 	就把	c=1 d=1 t=2823
jiu bu 	就不	c=0 d=0.1 t=3300
jiu bu guan ta 	就不管他	c=1 d=1 t=3301
jiu bu hui 	就不會	c=0 d=0.1 t=4203
jiu bu hui ba 	就不會吧	c=1 d=1 t=4204
