# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	4685
#@/user_id	884253d3-7f28-4531-9f27-e91562b61ca9
jiu bu shi 	就不是	c=0 d=0.00780817 t=4685
jiu bu shi shen me 	就不是什麼	c=1 d=0.0784731 t=4685
jiu bu zen me yang 	就不怎麼樣	c=1 d=1 t=2599
jiu cha bu duo gou le 	就差不多夠了	c=1 d=1 t=2835
jiu duo ge 	就多個	c=1 d=0.00323088 t=4685
jiu gan jue 	就感覺	c=1 d=0.0376283 t=4685
jiu gei ta 	就給他	c=1 d=0.00603608 t=4685
jiu gou 	就夠	c=0 d=0.1 t=4594
jiu gou ma 	就夠嗎	c=1 d=1 t=4595
jiu hao 	就好	c=1 d=1 t=2608
jiu hao le 	就好了	c=3 d=0.26982 t=4685
jiu hui 	就會	c=1 d=0.318712 t=2709
jiu hui xian shi 	就會顯示	c=1 d=1 t=2710
jiu jin qu le 	就進去了	c=1 d=0.275271 t=4685
jiu jing shi 	究竟是	c=0 d=0.000394621 t=4685
jiu jiu cheng fa biao 	九九乘法表	c=7 d=4.62457 t=2753
jiu ke yi 	就可以	c=3 d=0.239309 t=4685
jiu mei 	就沒	c=0 d=0.0113608 t=4685
jiu mei fa 	就沒法	c=1 d=0.360595 t=4685
jiu mei guan le 	就沒管了	c=1 d=1 t=2908
jiu mei zhuang 	就沒裝	c=1 d=0.114178 t=4685
jiu pa 	就怕	c=0 d=0.1 t=4471
jiu pa le 	就怕了	c=1 d=1 t=4472
jiu sha shi hou 	就啥時候	c=1 d=1 t=2419
jiu shi 	就是	c=24 d=1.18104 t=4685
jiu shi ge 	就是個	c=1 d=0.332871 t=4685
jiu shi le 	就是了	c=1 d=0.690734 t=4685
jiu shi wo shuo de 	就是我說的	c=1 d=0.107528 t=4685
jiu shi xiang he ta 	就是想和他	c=1 d=1 t=3514
jiu shun shou 	就順手	c=1 d=0.0100017 t=4685
jiu suan 	就算	c=1 d=0.00458484 t=4685
jiu suan le 	就算了	c=1 d=1 t=3197
jiu tu cao le 	就吐槽了	c=1 d=0.301194 t=4685
jiu wei 	久違	c=0 d=0.1 t=4407
jiu wei de 	久違的	c=1 d=1 t=4408
jiu wu la 	就無啦	c=1 d=0.00814786 t=4685
jiu xian 	就先	c=1 d=0.101003 t=3968
jiu xian bu gai le 	就先不改了	c=1 d=1 t=3969
jiu xiang 	就像	c=3 d=0.65377 t=4685
jiu xing 	就行	c=3 d=0.0587594 t=4685
jiu xing le 	就行了	c=4 d=1.21886 t=4685
jiu xing le ba 	就行了吧	c=1 d=1 t=3362
jiu xing le ma 	就行了嗎	c=1 d=1 t=2798
jiu xuan hao 	就選好	c=1 d=0.826959 t=4685
jiu yong 	就用	c=1 d=0.111221 t=3258
jiu yong de 	就用的	c=1 d=1 t=3259
jiu zen me 	就怎麼	c=1 d=1 t=3019
jiu zhi 	就只	c=1 d=1 t=4072
jiu zhi jie 	就直接	c=1 d=0.0057417 t=4685
ju 	句	c=1 d=0.00514361 t=4685
ju ge 	舉個	c=0 d=0.0666977 t=4685
ju hong 	橘紅	c=1 d=1 t=4513
ju ju 	菊苣	c=38 d=2.18684 t=4685
ju ju de 	菊苣的	c=1 d=0.00887071 t=4685
ju ju le 	菊苣了	c=1 d=0.0209629 t=4685
ju ju ne 	菊苣呢	c=1 d=0.0202419 t=4685
ju ran 	居然	c=1 d=0.163654 t=4685
ju shu 	拘束	c=1 d=0.00980366 t=4685
jue de 	覺得	c=3 d=0.527952 t=4685
jue jia 	絕佳	c=1 d=0.199888 t=4685
jue jiao 	絕交	c=1 d=1 t=4550
jue wang 	絕望	c=1 d=1 t=4195
ka 	卡	c=2 d=0.0637879 t=4685
ka de 	卡的	c=1 d=0.822835 t=4685
ka zai 	卡在	c=1 d=0.00504292 t=4685
kai 	開	c=2 d=0.120461 t=4685
kai de 	開得	c=0 d=0.000275318 t=4685
kai gan 	開幹	c=1 d=0.0288686 t=4685
kai gong 	開工	c=0 d=0.1 t=4242
kai gong le 	開工了	c=1 d=1 t=4243
kai ji 	開機	c=1 d=0.00491728 t=4685
kai le 	開了	c=4 d=0.878095 t=4685
kai le de hua 	開了的話	c=1 d=1 t=3008
kai le ma 	開了嗎	c=1 d=0.0303487 t=4685
kai qi 	開啓	c=7 d=0.166644 t=4685
kai shi 	開始	c=2 d=0.0607015 t=4685
kai shi ba 	開始吧	c=1 d=1 t=2420
kai shi kan 	開始看	c=1 d=0.543351 t=4685
kai tong 	開通	c=1 d=1 t=3071
kai tou 	開頭	c=0 d=0.1 t=3155
kai tou de 	開頭的	c=1 d=1 t=3156
kai yi xia 	開一下	c=1 d=0.0397558 t=4685
kan 	看	c=10 d=0.653994 t=4685
kan bu 	看不	c=0 d=0.00126512 t=4685
kan bu dao 	看不到	c=2 d=1.05602 t=4584
kan bu dao qian tu 	看不到前途	c=1 d=1 t=4585
kan chu lai 	看出來	c=0 d=0.0714001 t=4685
kan dao 	看到	c=3 d=0.311883 t=4685
kan dao le ya 	看到了呀	c=1 d=0.240508 t=4685
kan de dao 	看得到	c=1 d=0.217621 t=4685
kan dong xi 	看東西	c=1 d=1 t=4233
kan jian 	看見	c=1 d=0.00987662 t=4685
kan jiao cheng de hua 	看教程的話	c=1 d=0.615697 t=4685
kan kan 	看看	c=9 d=0.44588 t=4685
kan lai 	看來	c=2 d=0.0375311 t=4685
kan ni xiang 	看你想	c=1 d=0.579842 t=4685
kan qi lai 	看起來	c=2 d=0.0695994 t=4685
kan qing kuang 	看情況	c=1 d=1 t=2589
kan tian ben 	看天苯	c=1 d=1 t=4641
kan yi xia 	看一下	c=2 d=0.110955 t=4685
kan zhe 	看着	c=3 d=0.0801822 t=4685
kan zhe ta 	看着他	c=0 d=0.00145524 t=4685
kao 	靠	c=0 d=0.1 t=4422
kao zuo 	靠左	c=0 d=0.1 t=2794
ke 	殼	c=1 d=1 t=4236
ke bu ke 	可不可	c=0 d=0.000585769 t=4685
ke bu ke xin 	可不可新	c=1 d=0.00588705 t=4685
ke bu ke yi 	可不可以	c=1 d=0.227638 t=4685
ke kao 	可靠	c=1 d=0.0105672 t=4685
ke lu 	刻錄	c=1 d=0.369723 t=4685
ke neng 	可能	c=5 d=0.224572 t=4685
ke neng shi 	可能是	c=1 d=0.0263839 t=4685
ke neng you kai shi 	可能又開始	c=1 d=1 t=2922
ke shi 	可是	c=6 d=0.977069 t=4685
ke shu 	可數	c=0 d=0.1 t=3367
ke shu ma 	可數嗎	c=1 d=1 t=3368
ke wang 	渴望	c=2 d=0.0175088 t=4685
ke xi 	可惜	c=1 d=0.0702988 t=4685
ke xing 	可行	c=1 d=0.00591656 t=4685
ke yi 	可以	c=19 d=1.75187 t=4685
ke yi a 	可以啊	c=1 d=0.0157644 t=4685
ke yi ba 	可以吧	c=2 d=1.8781 t=3153
ke yi fa ya 	可以發呀	c=1 d=1 t=3349
ke yi gen zhe 	可以跟着	c=1 d=0.554327 t=4685
ke yi kan kan 	可以看看	c=1 d=1 t=3336
ke yi lai ti wen 	可以來提問	c=1 d=0.511709 t=4685
ke yi qu 	可以去	c=1 d=0.247833 t=4685
ke yi shi shi 	可以試試	c=1 d=1 t=2770
ke yi yong 	可以用	c=3 d=0.551758 t=4685
ken 	肯	c=1 d=0.408608 t=4685
ken ding 	肯定	c=0 d=0.1 t=3053
ken ding da bu kai a 	肯定打不開啊	c=1 d=1 t=3054
keng 	坑	c=0 d=0.1 t=3770
kong bu 	恐怖	c=0 d=0.114875 t=4463
kong bu ba 	恐怖吧	c=1 d=1 t=3456
kong bu ban 	恐怖版	c=1 d=1 t=4074
kong bu de 	恐怖的	c=1 d=1 t=4464
kong ge 	空格	c=2 d=1.00607 t=3980
kong zi 	孔子	c=1 d=1 t=4084
kou 	口	c=1 d=1 t=3928
kou cai 	口才	c=1 d=0.0812682 t=4685
kou ke 	口渴	c=0 d=0.1 t=3768
kou ke le 	口渴了	c=1 d=1 t=3769
kua 	跨	c=1 d=1 t=3340
kuai 	塊	c=2 d=0.0192547 t=4685
kuai 	快	c=1 d=0.000909528 t=4685
kuai jiu 	快就	c=0 d=0.00293049 t=4685
kuai le 	快了	c=0 d=0.1 t=2440
kuai le 	快樂	c=2 d=0.0142151 t=4685
kuai le yi dian 	快了一點	c=1 d=1 t=2441
kuai ma 	快嗎	c=1 d=1 t=2661
kuai xiang xiang 	快想想	c=1 d=1 t=3363
kuai zhao 	快照	c=1 d=0.00369786 t=4685
kuai zhao ma 	快照嗎	c=1 d=0.00790705 t=4685
kuan dai 	寬帶	c=3 d=2.97025 t=3072
kuo hao 	括號	c=1 d=1 t=2334
la 	啦	c=1 d=0.00805882 t=4685
la 	拉	c=0 d=0.1 t=2330
la ji 	垃圾	c=2 d=0.00769996 t=4685
la kua 	拉跨	c=1 d=1 t=2929
la man le 	拉滿了	c=1 d=1 t=2331
la xia lai 	拉下來	c=1 d=1 t=2902
lai 	來	c=3 d=1.08789 t=4685
lai jie jue 	來解決	c=1 d=0.229925 t=4685
lai le 	來了	c=0 d=0.1 t=4368
lai le ma 	來了嗎	c=1 d=0.117655 t=4685
lai shuo 	來說	c=0 d=0.1 t=2555
lan 	懶	c=1 d=1 t=3240
lan 	欄	c=0 d=0.1 t=3467
lan de 	懶得	c=3 d=0.143342 t=4685
lan se 	藍色	c=1 d=0.108067 t=4685
lan ya 	藍牙	c=1 d=0.484325 t=4685
lao 	老	c=1 d=0.00315111 t=4685
lao ban 	老版	c=3 d=0.0180876 t=4685
lao ban 	老闆	c=2 d=0.0178755 t=4685
lao ban de 	老版的	c=1 d=0.00302755 t=4685
lao po 	老婆	c=1 d=1 t=4192
lao shi 	老師	c=7 d=1.2031 t=4685
lao shi zai jian 	老師再見	c=1 d=1 t=4592
le 	了	c=38 d=2.47802 t=4685
le 	樂	c=1 d=0.554327 t=4685
le ba 	了吧	c=1 d=0.737123 t=4685
le de 	了的	c=1 d=1 t=3607
le guan 	樂觀	c=0 d=0.1 t=2552
le guan mian dui ya 	樂觀面對呀	c=1 d=1 t=2553
le ma 	了嗎	c=4 d=1.36454 t=4685
lei 	類	c=1 d=1 t=4157
li 	理	c=1 d=1 t=3713
li 	裏	c=18 d=0.793609 t=4685
li bian 	裏邊	c=6 d=0.0875009 t=4685
li bian de hua ne 	裏邊的話呢	c=1 d=1 t=3462
li bian xie de shi 	裏邊寫的是	c=1 d=1 t=3403
li bian you 	裏邊有	c=1 d=0.316637 t=4685
li de 	裏的	c=6 d=0.634562 t=4685
li de 	離得	c=1 d=0.037068 t=4685
li de bu zhou 	裏的步驟	c=1 d=1 t=2913
li jie 	理解	c=1 d=0.100176 t=4311
li jie de 	理解的	c=1 d=1 t=4312
li kai 	離開	c=1 d=1 t=3081
li ke 	理科	c=1 d=0.0229371 t=4685
li le 	離了	c=1 d=1 t=2708
li lun 	理論	c=1 d=1 t=3515
li mian 	裏面	c=1 d=0.00726273 t=4685
li ru 	例如	c=1 d=0.0395105 t=4685
li ru zhe ge 	例如這個	c=1 d=0.00348252 t=4685
li shi 	歷史	c=1 d=1 t=3467
li ti 	立體	c=0 d=0.1 t=4428
li ti de 	立體的	c=1 d=1 t=4429
li xing 	理性	c=1 d=0.0101529 t=4685
li zi 	例子	c=1 d=0.67368 t=4685
li zi shi 	例子是	c=1 d=1 t=3375
lia 	倆	c=1 d=1 t=3802
lian 	臉	c=2 d=1.99005 t=4209
lian 	連	c=4 d=0.299561 t=4685
lian bu shang 	連不上	c=1 d=1 t=3046
lian jie 	連接	c=5 d=0.993183 t=4685
lian shang lai 	連上來	c=0 d=0.00599047 t=4685
lian shang lai le 	連上來了	c=1 d=0.060205 t=4685
lian wang 	聯網	c=1 d=0.524663 t=4685
liang 	樑	c=1 d=0.0206508 t=4685
liang bu 	兩部	c=1 d=1 t=4050
liang ge 	兩個	c=2 d=1.87372 t=2891
liang tian 	良田	c=2 d=1.98511 t=4453
liang zhong 	兩種	c=1 d=1 t=4100
liao 	聊	c=0 d=0.1 t=2930
liao tian 	聊天	c=1 d=0.348192 t=4685
liao tian shi 	聊天室	c=2 d=0.479969 t=4685
lin shi 	臨時	c=1 d=1 t=4348
ling mei 	凌美	c=1 d=1 t=3723
ling qian 	零錢	c=1 d=1 t=2394
ling ren 	令人	c=1 d=1 t=4194
liu 	六	c=1 d=1 t=4446
liu 	留	c=1 d=1 t=4598
liu ge 	六個	c=1 d=1 t=4599
liu hao 	溜號	c=2 d=0.0900995 t=4685
liu lan qi 	瀏覽器	c=1 d=0.0557106 t=4685
liu lan qi you ya 	瀏覽器有呀	c=1 d=0.559898 t=4685
liu liang 	流量	c=1 d=1 t=2487
liu qi 	六七	c=0 d=0.1 t=2503
liu qi bai 	六七百	c=1 d=1 t=2504
liu yi 	留意	c=0 d=0.168045 t=2441
liu zhe 	留着	c=2 d=0.785182 t=4685
liu zhou 	柳州	c=2 d=1.98511 t=4515
lo 	咯	c=1 d=1 t=2856
long jing 	龍井	c=1 d=0.044635 t=4685
lu 	路	c=0 d=0.1 t=3996
lu bo 	錄播	c=1 d=1 t=4483
lu chi 	路癡	c=1 d=1 t=4426
lu xian 	路線	c=1 d=1 t=4442
lu you 	路由	c=1 d=1 t=2834
lu you qi 	路由器	c=2 d=1.00133 t=4252
lun 	論	c=1 d=1 t=4166
lun sang 	淪喪	c=1 d=0.00406639 t=4685
luo bo 	蘿蔔	c=0 d=0.1 t=3756
luo hu qu 	羅湖區	c=2 d=1.00415 t=4628
luo lian 	裸連	c=2 d=0.314192 t=4685
lv 	率	c=0 d=0.1 t=2678
ma 	嗎	c=25 d=2.40203 t=4685
ma 	嘛	c=6 d=0.795841 t=4685
ma 	媽	c=1 d=1 t=4372
ma 	碼	c=1 d=1.1 t=3611
ma 	罵	c=2 d=0.0145467 t=4685
ma fan 	麻煩	c=4 d=0.767426 t=4685
ma ma 	媽媽	c=7 d=0.0466501 t=4685
ma ma wan 	媽媽玩	c=2 d=0.0148481 t=4685
mai 	買	c=0 d=0.0017953 t=4685
mai cai 	賣菜	c=3 d=0.806541 t=4685
mai cai shi 	賣菜時	c=1 d=0.0987662 t=4685
mai ge 	買個	c=0 d=0.00177743 t=4685
man le 	滿了	c=1 d=0.794534 t=4685
man man 	慢慢	c=0 d=0.1 t=3447
man man pao 	慢慢跑	c=1 d=1 t=3448
man qing 	滿清	c=1 d=1 t=4156
mang qu 	盲區	c=0 d=0.0169483 t=4685
mao bing 	毛病	c=0 d=0.025284 t=4685
mao pao 	冒泡	c=0 d=0.1 t=3542
mao pao ne 	冒泡呢	c=1 d=1 t=3543
mao si 	貌似	c=1 d=0.0478349 t=4685
mei 	沒	c=6 d=0.252827 t=4685
mei ban fa 	沒辦法	c=0 d=0.0173774 t=4685
mei bang shang 	沒幫上	c=1 d=0.238115 t=4685
mei bei 	沒被	c=1 d=1 t=2523
mei bi yao 	沒必要	c=1 d=0.0953081 t=4685
mei bi yao ba 	沒必要吧	c=1 d=1 t=2378
mei bi yao le 	沒必要了	c=1 d=0.763379 t=4685
mei cha bie 	沒差別	c=1 d=0.12493 t=4685
mei chu 	沒出	c=0 d=0.1 t=3251
mei chu guo shi 	沒出過事	c=1 d=1 t=3252
mei cuo 	沒錯	c=1 d=0.0154898 t=4685
mei cuo ba 	沒錯吧	c=1 d=1 t=4313
mei fa 	沒法	c=0 d=0.0358796 t=4685
mei fa guo qu 	沒發過去	c=1 d=1 t=4377
mei gai 	沒改	c=1 d=1 t=2965
mei gen shang 	沒跟上	c=1 d=0.0124007 t=4685
mei jian guo 	沒見過	c=1 d=0.151221 t=4685
mei jian guo de 	沒見過的	c=1 d=0.33454 t=4685
mei jie 	媒介	c=1 d=0.375311 t=4685
mei jin 	沒進	c=0 d=0.00765355 t=4685
mei jin dao 	沒進到	c=1 d=0.0769192 t=4685
mei ju 	枚舉	c=2 d=1.99501 t=4361
mei kai 	沒開	c=1 d=0.0194279 t=4685
mei kan chu lai de 	沒看出來的	c=1 d=0.315058 t=4685
mei ke 	每課	c=1 d=0.0146253 t=4685
mei le 	沒了	c=1 d=1.09501 t=2358
mei liu yi ei 	沒留意誒	c=1 d=1 t=2442
mei liu yi shi jian 	沒留意時間	c=1 d=1 t=2365
mei mao guo pao 	沒冒過泡	c=1 d=1 t=3536
mei ni qiang 	沒你強	c=1 d=1 t=3504
mei nong hao 	沒弄好	c=1 d=0.0241131 t=4685
mei qu bie 	沒區別	c=1 d=0.104874 t=4685
mei ren 	沒人	c=1 d=0.0800583 t=4685
mei shen me 	沒什麼	c=0 d=0.0764509 t=4685
mei shen me guan xi 	沒什麼關係	c=1 d=0.0858632 t=4685
mei shen me mao bing 	沒什麼毛病	c=1 d=0.254107 t=4685
mei sheng yin 	沒聲音	c=1 d=0.216484 t=4168
mei sheng yin o 	沒聲音哦	c=1 d=1 t=4169
mei shi 	沒事	c=1 d=0.00421123 t=4685
mei shi guo 	沒事郭	c=1 d=0.0184997 t=4685
mei shuo 	沒說	c=1 d=0.0300468 t=4685
mei yin xiang 	沒印象	c=1 d=1 t=4087
mei yong 	沒用	c=1 d=0.0685632 t=4685
mei you 	沒有	c=28 d=1.89556 t=4685
mei you ba 	沒有吧	c=1 d=1 t=3489
mei you ban fa 	沒有辦法	c=0 d=0.0100259 t=4685
mei you jian dao 	沒有見到	c=1 d=0.0605068 t=4685
mei you kai qi 	沒有開啓	c=1 d=1 t=4363
mei you ya 	沒有呀	c=2 d=1.43605 t=2511
mei yu dao guo 	沒遇到過	c=1 d=0.103312 t=4685
mei yue 	每月	c=0 d=0.0873716 t=4685
mei yue de 	每月的	c=1 d=0.878095 t=4685
mei zai 	沒再	c=1 d=0.0065062 t=4685
mei zen me 	沒怎麼	c=0 d=0.0371577 t=4685
mei zen me yu dao 	沒怎麼遇到	c=1 d=0.373439 t=4685
mei zi zi 	美滋滋	c=1 d=0.008396 t=4685
men 	們	c=1 d=1 t=4577
mi huo 	迷惑	c=1 d=1 t=4573
mi kong 	密恐	c=1 d=0.740818 t=4685
mi ma 	密碼	c=1 d=1 t=3074
mi yao 	密鑰	c=3 d=0.0338321 t=4685
mian dui 	面對	c=0 d=0.1 t=2552
mian fei 	免費	c=3 d=1.11587 t=4679
mian qiang 	勉強	c=1 d=0.0261214 t=4685
ming bai 	明白	c=0 d=0.1 t=3508
ming cheng 	名稱	c=1 d=0.000558643 t=4685
ming qian 	明前	c=0 d=0.00407622 t=4685
ming qian long jing 	明前龍井	c=1 d=0.0409665 t=4685
ming tian 	明天	c=1 d=1 t=2920
ming xian 	明顯	c=0 d=0.1 t=3621
ming xian bu shi 	明顯不是	c=1 d=1 t=3622
ming zi 	名字	c=3 d=0.625002 t=4685
mo hu 	模糊	c=1 d=0.17552 t=4685
mo ren 	默認	c=5 d=0.118288 t=4685
mo ren shi 	默認是	c=2 d=0.0132079 t=4685
mo shi 	模式	c=1 d=0.00337959 t=4685
mou 	某	c=2 d=0.00947285 t=4685
mou shi 	某事	c=0 d=0.1 t=4666
mu 	墓	c=0 d=0.174826 t=4494
mu ce 	目測	c=1 d=1 t=2475
mu lu 	目錄	c=1 d=0.0275983 t=4685
mu lu de hua 	目錄的話	c=1 d=1 t=4353
mu qian 	目前	c=1 d=0.035437 t=4685
mu qin 	母親	c=1 d=0.0115047 t=4685
na 	哪	c=1 d=0.0845849 t=4685
na 	拿	c=1 d=0.0114998 t=4685
na 	那	c=6 d=0.956693 t=4685
na bian 	那邊	c=5 d=0.3652 t=4685
na bu hao 	拿不好	c=1 d=0.514274 t=4685
na cai shi 	那纔是	c=1 d=1 t=3766
na dao 	拿到	c=0 d=0.1 t=4326
na dao 	那倒	c=0 d=0.1 t=4327
na dao ye shi 	拿到也是	c=1 d=1 t=4327
na dao ye shi 	那倒也是	c=1 d=1 t=4328
na ge 	哪個	c=7 d=1.96 t=4685
na ge 	那個	c=5 d=0.989382 t=4685
na gei ta ya 	拿給他呀	c=1 d=0.0145524 t=4685
na gen 	那根	c=0 d=0.0207008 t=4685
na gen ben jiu 	那根本就	c=1 d=0.208045 t=4685
na hang 	那行	c=1 d=0.0518189 t=4685
na jia 	哪家	c=1 d=0.579842 t=4685
na jiu 	那就	c=3 d=0.239076 t=4685
na jiu hao 	那就好	c=2 d=0.548812 t=4685
na jiu shi 	那就是	c=1 d=0.421052 t=4685
na jiu xue ya 	那就學呀	c=1 d=0.0102037 t=4685
na kan lai 	那看來	c=3 d=0.762005 t=4685
na lai 	拿來	c=1 d=0.941765 t=4685
na li 	哪裏	c=1 d=0.660578 t=4685
na li 	那裏	c=1 d=1 t=3598
na li you 	哪裏有	c=1 d=0.00235786 t=4685
na me 	那麼	c=1 d=0.683861 t=4685
na ni 	拿尼	c=1 d=1 t=2531
na ni shi 	那你是	c=1 d=0.110251 t=4685
na ni xian zai shi 	那你現在是	c=1 d=0.382893 t=4685
na ni you shuo 	那你又說	c=1 d=0.123687 t=4685
na pian 	那篇	c=1 d=1 t=4086
na qi shi 	那其實	c=1 d=0.054204 t=4685
na qing wen 	那請問	c=2 d=0.0233307 t=4685
na shi 	那是	c=1 d=0.861396 t=4494
na shi ge mu 	那是個墓	c=1 d=1 t=4495
na shi sha 	那是啥	c=1 d=1 t=4089
na shuo ming 	那說明	c=1 d=0.282239 t=4685
na si duan 	哪四段	c=1 d=0.0300468 t=4685
na tian 	哪天	c=1 d=0.00321477 t=4685
na ting duo de 	那挺多的	c=1 d=1 t=2464
na wan 	那晚	c=0 d=0.0017249 t=4685
na wan yi 	那晚咦	c=1 d=0.0173355 t=4685
na wan yi 	那玩意	c=5 d=0.379163 t=4685
na wei 	那位	c=0 d=0.00837432 t=4685
na wo 	納沃	c=1 d=0.215456 t=4685
na wo qu 	那我去	c=1 d=0.216536 t=4685
na wo shuo de 	那我說的	c=1 d=0.0581343 t=4685
na xian zai gai 	那現在該	c=1 d=0.0109436 t=4685
na xie 	哪些	c=1 d=1 t=3966
na xie 	那些	c=1 d=1.00396 t=3357
na xie bao 	那些包	c=1 d=1 t=2712
na ye 	那也	c=0 d=0.1 t=4144
na ye jiu shi 	那也就是	c=1 d=1 t=4145
na yi tian 	那一天	c=1 d=1 t=4187
na ying gai bu chang a 	那應該不長啊	c=1 d=0.927743 t=4685
na zai 	那在	c=1 d=1 t=2543
na zhe bu shi 	那這不是	c=1 d=0.11475 t=4685
na zhe ge 	那這個	c=1 d=0.0411719 t=4685
na zhe shi 	那這是	c=1 d=1 t=4008
na zhi neng 	那只能	c=1 d=1 t=3948
na zhong 	那種	c=2 d=0.00346515 t=4685
nan 	難	c=2 d=1.28794 t=3692
nan feng 	難封	c=1 d=0.26054 t=4685
nan shou 	難受	c=1 d=0.139164 t=3478
ne 	呢	c=4 d=0.173109 t=4685
nei chu 	內出	c=1 d=1 t=3424
nei cun 	內存	c=2 d=2.04925 t=3435
nei he 	內核	c=10 d=0.869358 t=4685
nei he can shu 	內核參數	c=1 d=0.726149 t=4685
nei he geng xin 	內核更新	c=1 d=0.00937227 t=4685
nei he jia zai 	內核加載	c=1 d=1 t=4367
nei he qu le 	內核去了	c=1 d=0.0101529 t=4685
nei rong 	內容	c=1 d=1.07225 t=3470
nei rong ma 	內容嗎	c=1 d=1 t=3406
nei wang 	內網	c=1 d=1 t=4262
nei xin 	內心	c=1 d=0.618783 t=4685
nei xin de 	內心的	c=1 d=0.00923273 t=4685
neng 	能	c=3 d=0.224994 t=4685
neng bu neng 	能不能	c=2 d=0.175371 t=4685
neng guan 	能關	c=1 d=1 t=2720
neng hui lai 	能回來	c=1 d=1 t=4549
neng kan yi xia 	能看一下	c=1 d=0.0850088 t=4685
neng shang 	能上	c=0 d=0.00253494 t=4685
neng shang ya 	能上呀	c=1 d=0.0254765 t=4685
neng xie 	能寫	c=0 d=0.1 t=4488
neng yong 	能用	c=3 d=2.49874 t=3155
neng yong de 	能用的	c=1 d=1 t=2423
neng zuo 	能做	c=0 d=0.0843665 t=4685
neng zuo de 	能做的	c=1 d=0.847894 t=4685
ni 	你	c=11 d=1.37177 t=4685
ni ai 	你愛	c=0 d=0.1 t=3623
ni ai xin 	你愛信	c=1 d=1 t=3624
ni ba 	你把	c=1 d=0.0510474 t=4685
ni bu xin de hua 	你不信的話	c=1 d=1 t=3618
ni bu yong 	你不用	c=1 d=0.0221482 t=4685
ni cheng 	昵稱	c=1 d=1 t=4044
ni de 	你的	c=8 d=0.792157 t=4685
ni de ji 	你的機	c=1 d=0.218712 t=4685
ni dian nao 	你電腦	c=1 d=0.109154 t=4685
ni dui 	你對	c=1 d=0.458406 t=4685
ni hao 	你好	c=2 d=0.00418268 t=4685
ni ji de hua 	你急得話	c=1 d=1 t=2390
ni ji zi 	你機子	c=1 d=0.0593087 t=4685
ni ji zi ji de 	你機子記得	c=1 d=0.0587185 t=4685
ni jin qu 	你進去	c=1 d=1 t=2970
ni jin ru 	你進入	c=1 d=0.0875977 t=4685
ni kai mei kai 	你開沒開	c=1 d=0.0175097 t=4685
ni kan kan 	你看看	c=2 d=0.0776922 t=4685
ni ke yi 	你可以	c=3 d=0.21814 t=4685
ni ke yi cong 	你可以從	c=1 d=0.537944 t=4685
ni ke yi shi shi 	你可以試試	c=1 d=0.00543443 t=4685
ni lian 	你連	c=1 d=0.160414 t=4685
ni na 	你拿	c=1 d=0.126186 t=4685
ni qian ming 	你簽名	c=1 d=0.10435 t=4685
ni que ding 	你確定	c=1 d=0.0185924 t=4685
ni ru guo xiang de hua 	你如果想的話	c=1 d=1 t=2532
ni shao le ge 	你少了個	c=1 d=1 t=3308
ni shi 	你是	c=6 d=0.17813 t=4685
ni shi bu shi 	你是不是	c=1 d=0.00501661 t=4685
ni shi shi 	你試試	c=2 d=0.187308 t=4685
ni shuo 	你說	c=1 d=0.514279 t=4685
ni shuo de 	你說的	c=1 d=1 t=3609
ni shuo le 	你說了	c=1 d=1 t=2554
ni sui yi 	你隨意	c=1 d=1 t=3650
ni wan quan 	你完全	c=1 d=1 t=3614
ni xian 	你先	c=1 d=0.304221 t=4685
ni xian zai 	你現在	c=2 d=0.100259 t=4685
ni xian zai shi 	你現在是	c=1 d=0.0731827 t=4685
ni xiang 	你想	c=3 d=0.515764 t=4685
ni xiang wei 	你想爲	c=1 d=1 t=3370
ni xuan hao le ma 	你選好了嗎	c=1 d=0.778801 t=4685
ni yao 	你要	c=4 d=0.0977834 t=4685
ni yao bu 	你要不	c=1 d=0.0254765 t=4685
ni yao de 	你要的	c=2 d=1.99501 t=3576
ni ye 	你也	c=0 d=0.1 t=3313
ni ye ke yi 	你也可以	c=1 d=0.637628 t=4685
ni ye mei you 	你也沒有	c=1 d=1 t=3314
ni ying gai 	你應該	c=1 d=0.0195457 t=4685
ni you 	你有	c=1 d=0.0205478 t=4685
ni you zhuang 	你有裝	c=1 d=1 t=3297
ni zai 	你在	c=0 d=0.0666977 t=4685
ni zai yong de 	你在用的	c=1 d=0.67032 t=4685
ni zen me 	你怎麼	c=1 d=1 t=2432
ni zhe ge 	你這個	c=2 d=0.352404 t=4685
ni zhe jiu jiao 	你這就叫	c=1 d=1 t=3641
ni zhe shi 	你這是	c=1 d=1 t=3606
ni zhe zhong 	你這種	c=1 d=0.151829 t=4685
ni zhi dao ma 	你知道嗎	c=1 d=0.00316691 t=4685
nian dai 	年代	c=1 d=0.0558548 t=4685
nian ling 	年齡	c=1 d=1 t=3712
niu qu 	扭曲	c=1 d=0.00400585 t=4685
nong 	弄	c=3 d=0.972194 t=4685
nong bu liao 	弄不了	c=1 d=0.114178 t=4685
nong cun 	農村	c=1 d=0.0057417 t=4685
nong de 	弄得	c=1 d=1 t=2873
nong ge 	弄個	c=1 d=0.0372538 t=4685
nong hao 	弄好	c=0 d=0.00239928 t=4685
nong hao le 	弄好了	c=1 d=1 t=3339
